Type Mission;Mission;Code Mission;Programme;Libellé Programme;Action;Libellé Action;Sous Action;Libellé SousAction;Catégorie;Code Titre;AE  PLF;CP PLF;AE Prev FDC/ADP;CP Prev FDC/ADP;Ministère
BG;Économie;DB;134.0;Développement des entreprises et régulations;04;Développement des postes, des télécommunications et du numérique;;;62.0;6;676221802.0;675920631.0;0.0;0.0;Économie, finances et industrie
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;06;Actions éducatives complémentaires aux enseignements;;;63.0;6;46166030.0;46166030.0;0.0;0.0;Éducation nationale
BG;Recherche et enseignement supérieur;RA;172.0;Recherches scientifiques et technologiques pluridisciplinaires;15;Recherches scientifiques et technologiques en sciences de la vie et de la santé;;;64.0;6;113920127.0;113920127.0;0.0;0.0;Enseignement supérieur et recherche
CAS;Contrôle de la circulation et du stationnement routiers;YE;753.0;Contrôle et modernisation de la politique de la circulation et du stationnement routiers;01;Déploiement du procès-verbal électronique;;;53.0;5;1000000.0;1000000.0;0.0;0.0;Intérieur
BG;Action extérieure de l'État;AA;105.0;Action de la France en Europe et dans le monde;07;Réseau diplomatique;;;51.0;5;88907044.0;85138735.0;800000.0;800000.0;Europe et affaires étrangères
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;16;Personnels œuvrant pour la politique de la prévention des risques;;;22.0;2;106222296.0;106222296.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Économie;DB;305.0;Stratégies économiques;01;Définition et mise en oeuvre de la politique économique et financière de la France dans le cadre national, international et européen;;;23.0;2;1134978.0;1134978.0;0.0;0.0;Économie, finances et industrie
BG;Outre-mer;OA;138.0;Emploi outre-mer;04;Financement de l'économie;;;64.0;6;2660000.0;2620000.0;0.0;0.0;Outre-Mer
BG;Administration générale et territoriale de l'État;AB;216.0;Conduite et pilotage des politiques de l'intérieur;08;Immigration, asile et intégration;;;23.0;2;149291.0;149291.0;0.0;0.0;Intérieur
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;03;Enseignement professionnel sous statut scolaire;;;23.0;2;28483316.0;28483316.0;0.0;0.0;Éducation nationale
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;46;Assurer la mobilité - Rénovation Cougar;64.0;6;0.0;8668.0;0.0;0.0;Armées et anciens combattants
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;47;Assurer la mobilité - Hélicoptère NH 90;51.0;5;39200000.0;234242258.0;0.0;9900000.0;Armées et anciens combattants
BG;Défense;DA;146.0;Équipement des forces;09;Engagement et combat;69;Opérer en milieu hostile - Future torpille lourde (FTL);64.0;6;0.0;356199.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;345.0;Service public de l'énergie;10;Soutien à l'injection de biométhane;01;Soutien à l'injection de biométhane;62.0;6;1181467408.0;1181467408.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Sécurités;SB;176.0;Police nationale;03;Sécurité routière;02;Sécurité routière - Hors administration centrale et cabinets;22.0;2;168461618.0;168461618.0;0.0;0.0;Intérieur
BG;Sécurités;SB;176.0;Police nationale;06;Commandement, ressources humaines et logistique;01;Fonctionnement courant des services;31.0;3;503304998.0;364034135.0;14680000.0;14680000.0;Intérieur
BG;Transformation et fonction publiques;TR;368.0;Conduite et pilotage de la transformation et de la fonction publiques;02;Pilotage des actions de modernisation (DITP);;;21.0;2;11870141.0;11870141.0;0.0;0.0;Fonction publique, simplification et transformation de l'action publique
BG;Cohésion des territoires;VA;135.0;Urbanisme, territoires et amélioration de l'habitat;04;Réglementation, politique technique et qualité de la construction;;;61.0;6;2291871547.0;2521925597.0;0.0;0.0;Logement et rénovation urbaine
BG;Écologie, développement et mobilité durables;TA;235.0;Sûreté nucléaire et radioprotection;01;Personnels œuvrant pour la politique en matière de sûreté nucléaire et radio-protection;;;23.0;2;4510097.0;4510097.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Travail, emploi et administration des ministères sociaux;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;03;Anticipation et accompagnement des conséquences des mutations économiques sur l'emploi;01;Activité partielle;62.0;6;154900000.0;154900000.0;0.0;0.0;Travail et emploi
BG;Écologie, développement et mobilité durables;TA;235.0;Sûreté nucléaire et radioprotection;01;Personnels œuvrant pour la politique en matière de sûreté nucléaire et radio-protection;;;22.0;2;69955630.0;69955630.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Économie;DB;134.0;Développement des entreprises et régulations;08;Expertise, conseil et inspection;;;21.0;2;10350109.0;10350109.0;0.0;0.0;Économie, finances et industrie
BG;Cohésion des territoires;VA;147.0;Politique de la ville;02;Revitalisation économique et emploi;;;62.0;6;668930.0;668930.0;0.0;0.0;Logement et rénovation urbaine
BG;Culture;CB;361.0;Transmission des savoirs et démocratisation de la culture;01;Soutien aux établissements d'enseignement supérieur et insertion professionnelle;;;64.0;6;41444474.0;41444474.0;0.0;0.0;Culture
BG;Enseignement scolaire;EC;139.0;Enseignement privé du premier et du second degrés;10;Formation des personnels enseignants;;;21.0;2;92407594.0;92407594.0;0.0;0.0;Éducation nationale
BG;Plan de relance;PR;363.0;Compétitivité;04;Mise à niveau numérique de l'État, des territoires et des entreprises – modernisation des administrations régaliennes;;;52.0;5;0.0;6891081.0;0.0;0.0;Budget et comptes publics
BG;Sécurités;SB;207.0;Sécurité et éducation routières;01;Observation, prospective, réglementation et soutien au programme;;;31.0;3;6093342.0;6093342.0;0.0;0.0;Intérieur
BG;Conseil et contrôle de l'État;CA;165.0;Conseil d'État et autres juridictions administratives;04;Fonction consultative;;;21.0;2;11495806.0;11495806.0;0.0;0.0;Services du Premier ministre
BG;Culture;CB;361.0;Transmission des savoirs et démocratisation de la culture;04;Recherche culturelle et culture scientifique et technique;;;53.0;5;5648190.0;5648190.0;0.0;0.0;Culture
BG;Écologie, développement et mobilité durables;TA;217.0;Conduite et pilotage des politiques de l'écologie, du développement et de la mobilité durables;11;"Personnels oeuvrant pour les politiques du programme ""Affaires maritimes""";;;22.0;2;86116134.0;86116134.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Enseignement scolaire;EC;141.0;Enseignement scolaire public du second degré;09;Formation continue des adultes et validation des acquis de l'expérience;;;64.0;6;2900000.0;2900000.0;0.0;0.0;Éducation nationale
BG;Travail, emploi et administration des ministères sociaux;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;04;Financement des structures de la formation professionnelle et de l'emploi;;;32.0;3;2035372238.0;2035372238.0;0.0;0.0;Travail et emploi
BG;Écologie, développement et mobilité durables;TA;345.0;Service public de l'énergie;14;Dispositions sociales pour les consommateurs en situation de précarité énergétique;02;Dispositif d'affichage déporté de la consommation d'énergie;62.0;6;6075530.0;6075530.0;0.0;0.0;Transition écologique, énergie, climat et prévention des risques
BG;Défense;DA;146.0;Équipement des forces;07;Commandement et maîtrise de l'information;43;Espace - Communiquer - Moyens de communication satellitaire;31.0;3;105006000.0;140474289.0;0.0;0.0;Armées et anciens combattants
BG;Travail, emploi et administration des ministères sociaux;TB;102.0;Accès et retour à l'emploi;03;Accompagnement des personnes les plus éloignées du marché du travail- Fonds d'inclusion dans l'emploi;01;Insertion dans l'emploi au moyen de contrats aidés;64.0;6;228810931.0;230862312.0;0.0;0.0;Travail et emploi
BG;Défense;DA;212.0;Soutien de la politique de la défense;54;"Planification des moyens et conduite des opérations - Personnel travaillant  pour le programme ""Préparation et emploi des forces""";06;Renseignement d'intérêt militaire;21.0;2;103838594.0;103838594.0;0.0;0.0;Armées et anciens combattants
BG;Économie;DB;134.0;Développement des entreprises et régulations;15;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);;;31.0;3;4300000.0;5609930.0;0.0;0.0;Économie, finances et industrie
BG;Enseignement scolaire;EC;143.0;Enseignement technique agricole;01;Mise en oeuvre de l'enseignement dans les établissements publics;;;63.0;6;39333701.0;39333701.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;09;Soutien;;;63.0;6;10000.0;10000.0;0.0;0.0;Budget et comptes publics
BG;Action extérieure de l'État;AA;105.0;Action de la France en Europe et dans le monde;07;Réseau diplomatique;;;21.0;2;394197519.0;394197519.0;0.0;0.0;Europe et affaires étrangères
BG;Administration générale et territoriale de l'État;AB;354.0;Administration territoriale de l'État;06;Dépenses immobilières de l'administration territoriale;;;51.0;5;87798891.0;64772233.0;400000.0;400000.0;Intérieur
BG;Agriculture, alimentation, forêt et affaires rurales;AC;215.0;Conduite et pilotage des politiques de l'agriculture;03;Moyens des directions régionales de l'alimentation, de l'agriculture et de la forêt, des directions de l'alimentation, de l'agriculture et de la forêt et directions départementales des territoires (et de la mer);;;21.0;2;239541526.0;239541526.0;0.0;0.0;Agriculture, souveraineté alimentaire et forêt
BG;Défense;DA;146.0;Équipement des forces;08;Projection - mobilité - soutien;48;Assurer la mobilité - Autres opérations;64.0;6;2096200.0;2174647.0;0.0;0.0;Armées et anciens combattants
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;07;Pêche et aquaculture;;;62.0;6;36149388.0;31758957.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Écologie, développement et mobilité durables;TA;205.0;Affaires maritimes, pêche et aquaculture;08;Planification et économie bleue;;;63.0;6;0.0;4000000.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Économie;DB;305.0;Stratégies économiques;02;Développement international de l'économie française;;;23.0;2;151895.0;151895.0;0.0;0.0;Économie, finances et industrie
BG;Investir pour la France de 2030;AV;423.0;Accélération de la modernisation des entreprises;09;Grands défis;;;31.0;3;0.0;100000000.0;0.0;0.0;Services du Premier ministre
BG;Médias, livre et industries culturelles;MA;180.0;Presse et médias;06;Soutien à l'expression radiophonique locale;;;64.0;6;25217326.0;25217326.0;0.0;0.0;Culture
BG;Défense;DA;212.0;Soutien de la politique de la défense;04;Politique immobilière;;;51.0;5;545718532.0;710331783.0;0.0;0.0;Armées et anciens combattants
CCF;Prêts et avances à divers services de l'État ou organismes gérant des services publics;ZB;825.0;Avances à l'Office national d'indemnisation des accidents médicaux, des affections iatrogènes et des infections nosocomiales (ONIAM) au titre de l'indemnisation des victimes du Benfluorex;01;Avances à l'ONIAM au titre de l'indemnisation des victimes du Benfluorex;;;71.0;7;15000000.0;15000000.0;0.0;0.0;Économie, finances et industrie
BG;Cohésion des territoires;VA;162.0;Interventions territoriales de l'État;09;Plan littoral 21;;;31.0;3;500000.0;205000.0;0.0;0.0;Services du Premier ministre
BG;Travail, emploi et administration des ministères sociaux;TB;103.0;Accompagnement des mutations économiques et développement de l'emploi;01;Développement des compétences par l'alternance;03;Exonérations liées à l'apprentissage;62.0;6;1309574227.0;1309574227.0;0.0;0.0;Travail et emploi
BG;Immigration, asile et intégration;IA;104.0;Intégration et accès à la nationalité française;12;Intégration des étrangers primo-arrivants;;;31.0;3;45595000.0;46095000.0;0.0;0.0;Intérieur
BG;Conseil et contrôle de l'État;CA;164.0;Cour des comptes et autres juridictions financières;24;Evaluation des politiques publiques;;;23.0;2;401168.0;401168.0;0.0;0.0;Services du Premier ministre
BG;Conseil et contrôle de l'État;CA;165.0;Conseil d'État et autres juridictions administratives;06;Soutien;;;51.0;5;3345745.0;59176176.0;0.0;0.0;Services du Premier ministre
BG;Défense;DA;178.0;Préparation et emploi des forces;05;Logistique et soutien interarmées;80;Fonction santé;61.0;6;376700.0;376700.0;0.0;0.0;Armées et anciens combattants
BG;Gestion des finances publiques;GA;156.0;Gestion fiscale et financière de l'État et du secteur public local;09;Soutien;;;22.0;2;396209808.0;396209808.0;0.0;0.0;Budget et comptes publics
BG;Justice;JA;107.0;Administration pénitentiaire;01;Garde et contrôle des personnes placées sous main de justice;;;51.0;5;405503309.0;622439585.0;1215600.0;1215600.0;Justice
BG;Aide publique au développement;AD;110.0;Aide économique et financière au développement;02;Aide économique et financière bilatérale;;;64.0;6;1120339419.0;616429076.0;0.0;0.0;Économie, finances et industrie
BG;Enseignement scolaire;EC;230.0;Vie de l'élève;01;Vie scolaire et éducation à la responsabilité;;;23.0;2;11629025.0;11629025.0;0.0;0.0;Éducation nationale
BG;Outre-mer;OA;123.0;Conditions de vie outre-mer;01;Logement;;;63.0;6;32240000.0;23570000.0;0.0;0.0;Outre-Mer
BA;Contrôle et exploitation aériens;XC;613.0;Soutien aux prestations de l'aviation civile;02;Logistique;;;64.0;6;145000.0;145000.0;0.0;0.0;Partenariat avec les collectivités territoriales et décentralisation
BG;Défense;DA;146.0;Équipement des forces;10;Protection et sauvegarde;87;Assurer la protection de l'homme - e-SAN;64.0;6;0.0;131930.0;0.0;0.0;Armées et anciens combattants
BG;Économie;DB;134.0;Développement des entreprises et régulations;15;Mise en oeuvre du droit de la concurrence (Autorité de la concurrence);;;21.0;2;14172335.0;14172335.0;0.0;0.0;Économie, finances et industrie
